REG_ANS,ANO,TRIMESTRE,PERIODO,DESPESA DE COMERCIALIZAÇÃO DIFERIDA,ATIVO NÃO CIRCULANTE INTANGÍVEL,DESPESAS ANTECIPADAS,CRÉDITO TRIBUTÁRIO,PARTICIPAÇÕES OPS,PARTICIPAÇÕES INSTITUIÇÕES REGULADAS,PARTICIPAÇÕES COOPERATIVAS,APLICAÇÕES GARANTIDORAS,PPSC,RECEITAS FINANCEIRAS,DESPESAS FINANCEIRAS,OUTRAS RECEITAS OPERACIONAIS,OUTRAS DESPESAS OPERACIONAIS,DESPESA,RECEITA,TRIBUTOS DIRETOS,IMPOSTO SOBRE LUCRO,PEONA_OUTROS,PESL_OUTROS,PESL_SUS,REMISSAO,PPCNG,PROVISOES_TECNICAS,DESPESA_ADM,DESPESA_COM,VARIACAO_PEONA,EVENTOS_INDENIZAVEIS_POS,EVENTOS_INDENIZAVEIS_PRE,EVENTOS_INDENIZAVEIS_LIQUIDOS,CORRESP_CEDIDA_POS,CORRESP_CEDIDA_PRE,CONTRAPRESTACAO_POS,CONTRAPRESTACAO_PRE,RECEITA_COM_ASSISTENCIA_A_SAUDE,PL,PASSIVO_NAO_CIRCULANTE,PASSIVO_CIRCULANTE,PASSIVO,CREDITO_OPER_PS,ATIVO_CIRCULANTE,ATIVO,beneficiarios_x,porte_x,beneficiarios_y,porte_y,beneficiarios,porte,CHAVE_PERIODO
314099,2015,2,201502,0.0,0.0,9306.43,0.0,0.0,0.0,0.0,7153306.1,131544.90000000002,890314.8600000001,335031.11,350033.52,547492.51,16383936.9,18685911.78,-193904.28000000003,155328.74,5455526.71,5560958.16,1352362.38,24999.44,0.0,12393846.69,2388783.26,156378.0,187057.34,448459.12000000005,12297050.86,12932567.319999998,0.0,0.0,41838.99,17106883.49,17232167.95,13509749.05,8085171.38,16258872.89,37853793.32,2107455.36,32341976.27,40918123.22,37237.0,Médio Porte,37237.0,Médio Porte,37.237,Médio Porte,314099201502
314099,2015,3,201503,0.0,0.0,19653.69,0.0,0.0,0.0,0.0,7492352.15,123378.98999999999,1045053.6600000001,312410.91000000003,530397.0700000001,381022.69999999995,19023128.619999997,19543775.83,-125776.71999999997,191922.17000000004,5702645.24,5429408.27,1718710.97,24999.44,0.0,12875763.92,2383503.87,145792.51,247118.52999999997,613308.5099999999,14934647.700000003,15795074.739999998,0.0,0.0,40979.07000000001,17971118.76,18092401.660000004,13570973.53,7585064.12,17193442.94,38349480.59,2274438.31,33723129.54,41742535.53,38271.0,Médio Porte,38271.0,Médio Porte,38.271,Médio Porte,314099201503
314099,2015,4,201504,0.0,0.0,23408.71,0.0,0.0,0.0,0.0,7665601.97,-3134.8499999999767,-1200798.1500000001,-800360.95,1318544.43,468757.1900000002,21890286.83,18972110.229999997,-169097.5,370917.72,4904274.42,5366987.29,1675267.84,36304.15,0.0,11982833.7,2229683.21,140380.22000000003,-506302.83999999997,952002.6799999999,19406127.32,19851827.160000004,0.0,0.0,40308.54000000001,18786375.519999996,18899188.92,15497307.46,6685616.93,15429650.75,37612575.14,2696717.97,31726463.34,37612575.14,37601.0,Médio Porte,37601.0,Médio Porte,37.601,Médio Porte,314099201504
314242,2015,1,201501,0.0,211370.98,645.64,0.0,0.0,0.0,0.0,1550681.09,0.0,58436.58,23889.0,370296.17,327431.69,4259026.13,4342994.94,-73337.59,0.0,1420928.85,1183949.9,104588.51,87218.51,0.0,2796685.77,838818.71,37778.06,55900.1,317655.53,2657553.04,3031108.67,0.0,0.0,394178.74,3679952.63,3986474.78,1355787.7,534984.13,3963357.43,5854129.26,1247550.13,4276721.18,5938098.07,8711.0,Pequeno Porte,8711.0,Pequeno Porte,8.711,Pequeno Porte,314242201501
314242,2015,2,201502,0.0,193215.69,3347.37,0.0,0.0,0.0,0.0,1669906.36,0.0,70643.06,22192.980000000003,224953.88000000006,323772.89999999997,4525379.899999999,4398805.81,-92352.70000000001,0.0,1480134.21,1094993.57,105187.15,93068.14,0.0,2773383.07,775527.98,32845.16,59205.36000000001,460414.9199999999,2851420.5999999996,3371040.88,0.0,0.0,782045.6399999999,3398155.7199999997,4110888.22,1363787.7,524789.09,4231514.98,6120091.77,1233898.44,4375210.65,6077486.49,8978.0,Pequeno Porte,8978.0,Pequeno Porte,8.978,Pequeno Porte,314242201502
314242,2015,3,201503,0.0,169061.98,1602.05,0.0,0.0,0.0,0.0,1716936.33,0.0,84464.46,21977.189999999995,762483.2,361659.6,5044476.99,5097875.26,-79395.95999999999,0.0,1500691.62,1038420.72,110502.01,103693.16,0.0,2753307.51,744502.3500000001,33995.11,20557.40999999999,546289.02,3315496.3099999996,3882342.7399999993,0.0,0.0,600292.2200000002,3792913.4299999997,4316023.92,1373940.23,519696.5,4201951.05,6095587.78,1214516.68,4520172.73,6095587.78,8995.0,Pequeno Porte,8995.0,Pequeno Porte,8.995,Pequeno Porte,314242201503
314242,2015,4,201504,0.0,151928.94,2043.47,0.0,0.0,0.0,0.0,1765276.92,0.0,111063.95999999999,24579.270000000004,279939.5,493420.94999999995,4869629.210000001,4932326.959999999,-86079.44,0.0,1402239.65,1111358.24,92023.26,96651.37,0.0,2702272.52,892314.4100000001,46740.18999999999,-98451.97,405811.32000000007,3105215.040000001,3412574.3900000006,0.0,0.0,647832.3599999999,4035431.880000001,4611741.4,1466293.98,524915.45,3947617.67,5938827.1,862859.75,4411405.35,5938827.1,8964.0,Pequeno Porte,8964.0,Pequeno Porte,8.964,Pequeno Porte,314242201504
314587,2015,1,201501,0.0,81570.56,2351.07,0.0,0.0,0.0,0.0,1956663.68,74818.42,199528.07,26259.48,1296091.71,1545254.1,5776772.07,6327045.01,-81453.02,51980.28,1582903.57,807865.88,6890.56,0.0,2224680.53,4622340.54,780788.13,10405.23,55381.3,11864.43,3346819.4,3414065.13,0.0,0.0,13955.42,4898713.61,4912669.03,4443098.88,2559803.75,5553705.81,12556608.44,1418754.13,9305754.48,12556608.44,7335.0,Pequeno Porte,7335.0,Pequeno Porte,7.335,Pequeno Porte,314587201501
314587,2015,2,201502,0.0,80912.45,1567.38,0.0,0.0,0.0,0.0,1998069.46,47294.04000000001,220001.18,34778.020000000004,1620635.25,1739765.0699999998,6092779.459999999,6723382.880000001,-90932.3,64713.399999999994,1631367.96,742157.6,6890.56,0.0,2042998.76,4423414.88,773741.4600000001,9967.240000000002,48464.39,15646.41,3470416.8699999996,3534527.67,0.0,0.0,21278.240000000005,4952264.399999999,4973542.64,4927380.34,2650724.05,5417596.05,12995700.44,1218278.53,9768785.02,12995700.44,7325.0,Pequeno Porte,7325.0,Pequeno Porte,7.325,Pequeno Porte,314587201502
314587,2015,3,201503,0.0,80254.34,1324.14,0.0,0.0,0.0,0.0,2064874.44,-27858.86,275061.81000000006,45764.95,1694710.2800000003,2025430.63,6647542.58,6949673.8999999985,-72295.63,88527.62,1663844.8,840437.98,6890.56,0.0,2422486.66,4933660.0,754316.28,17937.489999999998,32476.839999999997,13982.84,3757633.5500000007,3804093.2299999995,0.0,0.0,15121.129999999997,5034195.950000001,5049317.08,5144700.37,2723019.68,6230105.34,14097825.39,1520204.07,10740510.3,14097825.39,7447.0,Pequeno Porte,7447.0,Pequeno Porte,7.447,Pequeno Porte,314587201503
314587,2015,4,201504,0.0,79596.23,0.0,0.0,0.0,0.0,0.0,2112557.4,77833.32999999999,280652.7699999999,54075.37999999999,1524994.1600000001,1883638.8200000003,7324917.890000001,7184115.9700000025,-52482.33999999997,103407.82,1724947.67,791210.33,6890.56,0.0,2474737.98,4997786.54,950567.1099999999,13087.220000000001,61102.869999999995,10466.349999999999,4351980.140000001,4423549.360000001,0.0,0.0,14454.89,5408309.52,5422764.41,4933208.55,2889805.87,6087252.89,13910267.31,1474406.59,10481454.49,13910267.31,7464.0,Pequeno Porte,7464.0,Pequeno Porte,7.464,Pequeno Porte,314587201504
314781,2015,1,201501,0.0,31746.01,674.92,0.0,0.0,350726.86,0.0,1066935.85,27974.4,94328.06,52211.27,2090252.96,1880260.27,5947141.6,6426546.23,-45863.67,21438.08,556987.61,1241543.74,113741.5,53620.99,0.0,1965893.84,871998.72,0.0,-148253.31,1053310.73,2237613.92,3142671.34,0.0,0.0,150241.72,4179268.85,4273196.81,8697896.04,953880.04,3264550.23,12916326.31,319209.38,5472159.46,13374292.86,11945.0,Pequeno Porte,11945.0,Pequeno Porte,11.945,Pequeno Porte,314781201501
314781,2015,2,201502,0.0,176086.42,2520.29,0.0,0.0,364191.21,0.0,1089467.16,-43005.770000000004,106173.70999999999,93900.16,2572580.84,1971140.1099999999,7052515.68,6984590.33,-54812.990000000005,8941.259999999998,673631.5,1321254.99,114495.12,50608.27,0.0,2159989.88,891699.6000000001,0.0,116643.89,1274453.6,2704678.3200000003,4095775.8100000005,0.0,0.0,156597.59,4222857.5600000005,4333743.670000001,8718019.38,951823.91,3241884.73,12911728.02,423112.79,5323707.07,13292827.96,11831.0,Pequeno Porte,11831.0,Pequeno Porte,11.831,Pequeno Porte,314781201502
314781,2015,3,201503,0.0,173398.18,1134.32,0.0,0.0,374941.11,0.0,1125791.17,204194.24,123381.13999999998,70908.25,2798077.87,2458899.3600000003,7247628.930000002,7414932.8100000005,-73689.88999999998,10234.509999999998,685542.0,1315563.43,122891.99,57785.73,0.0,2181783.15,893524.7099999997,0.0,11910.5,1032248.0499999998,2780138.0599999996,3824296.6099999994,0.0,0.0,180874.08000000002,4415161.93,4552269.99,8740839.78,956878.75,3248330.84,12946049.37,432628.91,5582295.67,13484218.68,11858.0,Pequeno Porte,11858.0,Pequeno Porte,11.858,Pequeno Porte,314781201503
314781,2015,4,201504,0.0,162814.63,1044.47,0.0,0.0,385691.01,0.0,1151759.34,-41328.600000000006,293293.00000000006,321791.63000000006,2672973.01,2022697.87,6866311.579999998,7598344.800000001,-78682.85,94678.15,704019.79,1150685.51,100942.58,50668.7,0.0,2006316.58,881034.9300000002,0.0,18477.789999999997,980156.3700000001,2638339.080000001,3636973.24,0.0,0.0,172020.81999999995,4571479.300000001,4698193.479999999,9577888.47,958451.38,3565643.64,14101983.49,282132.92,5925359.62,14101983.49,8534.0,Pequeno Porte,8534.0,Pequeno Porte,8.534,Pequeno Porte,314781201504
315494,2015,1,201501,0.0,18852.56,0.0,0.0,0.0,518054.58,0.0,1471530.86,39770.95,134958.29,61548.06,244096.66,212193.64,3541014.42,3663907.6,-54411.91,19806.53,1058405.42,549075.35,593352.35,0.0,23072.16,2223905.28,726326.38,26708.38,60814.52,64558.77,2386458.0,2511831.29,0.0,0.0,82915.58,3323011.83,3333264.56,4763450.73,408242.84,3396595.74,8568289.31,966526.06,6804407.51,8568289.31,7856.0,Pequeno Porte,7856.0,Pequeno Porte,7.856,Pequeno Porte,315494201501
315494,2015,2,201502,0.0,17138.72,0.0,0.0,0.0,553581.29,0.0,1502726.86,87016.82,153154.85,45760.08,180218.30000000002,275188.79,3425926.46,3873638.7600000002,-57886.37999999999,29338.47,1114445.58,472392.04,605805.62,0.0,24142.16,2216785.4,700078.5499999999,18124.850000000002,56040.159999999996,58489.51,2269502.95,2384032.62,0.0,0.0,80563.15000000001,3496351.5599999996,3556625.28,5165455.21,408242.84,3234156.02,8807854.07,863599.69,7031647.95,8807854.07,8537.0,Pequeno Porte,8537.0,Pequeno Porte,8.537,Pequeno Porte,315494201502
315494,2015,3,201503,0.0,15424.88,0.0,0.0,0.0,553581.29,0.0,1603001.99,17311.279999999984,174424.65999999997,88875.76,262646.02999999997,172417.46000000002,3377583.0200000005,4241135.429999999,-53027.8,51932.17999999999,1173436.01,605271.97,621910.01,0.0,26384.55,2427002.54,716953.1399999999,20534.5,58990.42999999999,64706.57000000001,2254145.74,2377842.74,0.0,0.0,79184.53,3770094.1800000006,3847506.540000001,5996158.78,408242.84,3566640.09,9971041.71,1129857.1,8247143.88,9971041.71,8732.0,Pequeno Porte,8732.0,Pequeno Porte,8.732,Pequeno Porte,315494201503
315494,2015,4,201504,0.0,13711.04,1997.02,0.0,0.0,578853.29,0.0,1680621.27,26877.26000000001,239639.88999999996,112720.63000000003,216161.24,146295.32999999996,3896577.1999999993,4366218.83,-56800.01000000001,116922.0,1215532.03,512328.69,629312.5,0.0,26577.99,2383751.21,761043.48,31169.719999999994,42096.02000000002,76532.66,2723225.419999999,2841854.0999999996,0.0,0.0,95660.43,3826361.58,3922022.01,6381403.62,476561.87,3476077.4,10334042.89,652555.05,8581320.7,10334042.89,8043.0,Pequeno Porte,8043.0,Pequeno Porte,8.043,Pequeno Porte,315494201504
315648,2015,1,201501,0.0,16603.38,1417.71,0.0,0.0,0.0,0.0,1774799.57,0.0,175554.09,130370.8,361777.86,216727.82,4429897.44,4995579.45,-117917.64,45210.8,1499626.35,2142666.49,232935.06,0.0,536951.2,4412179.1,602151.05,4346.22,29219.99,50956.97,3396124.59,3476301.55,0.0,0.0,44163.13,4532002.01,4576165.14,3565975.16,967642.73,5837291.72,10370909.61,864714.5,9250881.65,10370909.61,12072.0,Pequeno Porte,12072.0,Pequeno Porte,12.072,Pequeno Porte,315648201501
315648,2015,2,201502,0.0,15720.7,2388.19,0.0,0.0,0.0,0.0,1812337.69,0.0,196444.6,7414.809999999983,320288.45000000007,139708.57,4650943.399999999,5366817.2,-75553.50000000001,62071.72,1544155.78,1707245.81,238545.76,0.0,533715.61,4023662.96,677673.98,8117.7,44529.42999999999,56474.28999999999,3717024.62,3818028.34,0.0,0.0,48632.44000000001,4871254.130000001,4919886.570000001,4251233.54,893587.43,5371210.4,10516031.37,1024938.91,9300254.58,10516031.37,11971.0,Pequeno Porte,11971.0,Pequeno Porte,11.971,Pequeno Porte,315648201502
315648,2015,3,201503,0.0,14838.02,1342.99,0.0,0.0,0.0,0.0,1872862.58,124225.38,272836.25999999995,18327.340000000026,417205.0,292093.79999999993,5021089.4399999995,5464521.959999999,-71978.60999999999,77715.81999999999,1589425.85,2035334.24,246457.21,0.0,554584.09,4425801.39,637336.0,9912.1,45270.07000000001,54971.220000000016,3963178.909999999,4063420.2,0.0,0.0,29878.929999999993,4816580.379999999,4846459.309999999,4606089.98,916974.04,5860137.34,11383201.36,953783.69,10125462.75,11383201.36,11786.0,Pequeno Porte,11786.0,Pequeno Porte,11.786,Pequeno Porte,315648201503
315648,2015,4,201504,0.0,13978.35,3963.2,0.0,0.0,0.0,0.0,1912239.8,109953.41,282505.27,10075.48999999999,345718.81999999983,217927.7200000001,4865218.430000002,5479369.09,-42751.46000000002,83732.75999999998,1618112.26,1606840.57,252878.47,0.0,566011.15,4043842.45,711099.3600000001,7199.27,28686.40999999999,45189.70999999999,3845040.4700000007,3918916.59,0.0,0.0,40453.609999999986,4816778.16,4857231.77,5070258.65,948224.58,5346644.18,11365127.41,896793.81,10079647.24,11365127.41,11117.0,Pequeno Porte,11117.0,Pequeno Porte,11.117,Pequeno Porte,315648201504
315729,2015,1,201501,0.0,6549.0,92033.54,0.0,0.0,4862620.3,0.0,16207364.24,2854467.12,883788.9,1958673.94,11540878.87,12328111.91,76411532.69,80756264.38,-868500.54,177765.53,12413098.31,10634974.47,2069375.72,1449455.47,0.0,26566903.97,6487317.67,119726.44,-946731.82,4818042.68,51646206.64,55517517.5,0.0,0.0,7470684.35,63200752.06,68441486.84,56734839.25,45829629.93,66619261.83,169183731.01,9130250.35,56292249.92,169183731.01,128456.0,Grande Porte,128456.0,Grande Porte,128.456,Grande Porte,315729201501
315729,2015,2,201502,0.0,6549.0,54239.92,0.0,0.0,5253014.38,0.0,16614069.85,5466372.37,1131644.73,2079781.73,18525034.520000003,18026764.74,87163453.96000001,88040886.61000001,-887872.4199999999,461152.18999999994,12542511.74,14988295.16,2140274.17,1389547.29,0.0,31060628.36,5710648.82,109241.43,129413.42999999993,7273373.370000001,53818858.7,61221645.5,0.0,0.0,6890191.890000001,64294272.629999995,68978180.81,56431792.83,42707232.74,74719742.62,173858768.19,9535851.78,61980720.19,173858768.19,127945.0,Grande Porte,127945.0,Grande Porte,127.945,Grande Porte,315729201502
315729,2015,3,201503,0.0,6549.0,94779.48,0.0,0.0,5747213.38,0.0,17080379.96,4324509.049999999,1602632.69,1979154.6600000001,22703045.11,19319797.32,94007114.46000001,97144137.91,-923553.6400000001,324609.19000000006,12832705.58,14179275.75,2374309.36,1346804.6,0.0,30733095.29,6529875.49,80561.66999999998,290193.83999999997,6429278.77,59377618.03,66097090.639999986,0.0,0.0,8919535.200000001,66601886.56999999,73475840.88999999,58477424.19,39349153.64,77815176.41,175641754.24,8563251.8,61399103.09,175641754.24,127537.0,Grande Porte,127537.0,Grande Porte,127.537,Grande Porte,315729201503
315729,2015,4,201504,0.0,6549.0,52083.43,0.0,0.0,6193957.46,0.0,17558318.44,5199820.02,1514237.02,2127607.38,18992282.739999995,20341548.28,90824455.38,93573389.92999998,-696505.54,461253.79999999993,12822028.93,10897169.49,2386741.14,1391347.35,0.0,27497286.91,7311208.379999999,98944.87,-10676.649999999907,5992296.280000001,54963526.84,60945146.47000003,0.0,0.0,6904494.099999998,69066640.21000001,73476026.37000003,61361346.43,38506115.21,69769476.47,169636938.11,6994160.29,57160419.0,169636938.11,125443.0,Grande Porte,125443.0,Grande Porte,125.443,Grande Porte,315729201504
315796,2015,1,201501,0.0,210802.91,81082.61,0.0,0.0,2030143.62,0.0,26331438.04,197759.5,1880468.05,952333.45,7767670.82,10754927.08,57236254.48,62214670.86,-803037.19,927944.38,17299181.89,12188000.63,6226121.07,3928626.34,0.0,39641929.93,6640228.19,245291.42,640417.39,17052.67,37986004.28,38643474.34,0.0,0.0,10793.24,53911687.13,53608029.62,24849885.16,29727134.41,55912978.81,110489998.38,1645427.59,71647986.57,110489998.38,94180.0,Médio Porte,94180.0,Médio Porte,94.180,Médio Porte,315796201501
315796,2015,2,201502,0.0,308101.66,180568.77,0.0,0.0,2142105.84,0.0,27483198.15,108143.84000000003,1879093.9000000001,836261.9299999999,9190600.850000001,11111743.76,64073382.580000006,65627897.269999996,-643058.02,1076680.7599999998,17890604.27,13617466.08,6322322.75,3928356.34,0.0,41758749.44,7237584.399999999,292494.5399999999,591422.38,21102.9,43982772.67,44595297.95,0.0,0.0,21190.97,55760763.21999999,55353879.470000006,25777925.99,30074910.85,60048170.05,115901006.89,1188570.05,76502951.44,115901006.89,94979.0,Médio Porte,94979.0,Médio Porte,94.979,Médio Porte,315796201502
315796,2015,3,201503,0.0,273683.11,188810.75,0.0,0.0,2254068.06,0.0,28269902.75,2933411.3800000004,2183968.4399999995,1434841.46,8497380.75,13744328.34,64734400.18000001,66815088.360000014,-896730.29,1297820.86,12917674.74,13973222.7,6551340.75,4517547.36,0.0,37959785.55,7238484.1499999985,442165.16000000003,-4972929.529999999,10036.260000000002,46837474.34,41874581.06999999,0.0,0.0,16330.059999999998,58289723.03999999,57301142.629999995,26015207.99,35469953.59,58051041.84,119536203.42,1073296.8,78724703.35,119536203.42,94881.0,Médio Porte,94881.0,Médio Porte,94.881,Médio Porte,315796201503
315796,2015,4,201504,0.0,414645.18,201020.41,0.0,0.0,2446359.33,0.0,29064578.94,713667.9499999997,2420010.3500000006,1858879.8100000005,10143581.089999996,12643762.729999997,67982030.35,71248917.88,-790839.4100000001,1099968.2000000002,13289522.91,13496622.09,6589159.94,4462449.89,0.0,37837754.83,7298118.400000002,260852.79999999993,371848.1699999999,9561.54,45539006.89999999,45920416.61,0.0,0.0,19614.58000000001,60017745.76000002,59696960.849999994,27906640.18,36094986.44,58521800.84,122523427.46,1228029.72,80351453.01,122523427.46,94877.0,Médio Porte,94877.0,Médio Porte,94.877,Médio Porte,315796201504
316148,2015,1,201501,0.0,0.0,0.0,0.0,1578586.41,0.0,0.0,3366029.1,149598.15,414345.09,341420.15,2846622.55,2750933.06,18981789.68,20106210.37,-396452.13,56333.76,2799570.11,2723421.33,2614466.39,74206.93,0.0,8211664.76,2683050.5,115298.07,0.0,3187144.39,9903943.51,13091087.9,0.0,0.0,3495034.39,13750459.57,17245493.96,36482713.64,5242839.06,16621984.93,58347537.63,3091569.63,24328277.77,59415624.56,34749.0,Médio Porte,34749.0,Médio Porte,34.749,Médio Porte,316148201501
316148,2015,2,201502,0.0,0.0,0.0,0.0,1612276.93,200.0,0.0,3687825.53,150999.69000000003,455679.3499999999,80015.27999999997,2561789.6800000006,2724170.47,19839375.479999997,20604576.59,-345331.15,0.0,3436208.14,2559733.7,2688289.75,208596.79,0.0,8892828.38,2717390.75,133662.97,0.0,3653178.19,10530957.819999998,14184136.01,0.0,0.0,3979027.4999999995,13925649.2,17904676.699999996,36212217.24,5340110.61,16971796.59,58524124.44,3536084.45,25159099.46,60357412.48,34820.0,Médio Porte,34820.0,Médio Porte,34.820,Médio Porte,316148201502
316148,2015,3,201503,0.0,0.0,0.0,0.0,1624855.72,200.0,0.0,3810927.93,322674.63999999996,539244.8800000001,97729.81,2538891.079999999,3233607.55,21063211.220000006,22368110.29,-438378.04000000004,0.0,3188262.98,2623619.17,2842192.28,228681.03,0.0,8882755.46,2814976.13,147049.74000000002,0.0,4186726.8900000006,10583121.100000001,14769847.989999998,0.0,0.0,4601084.990000001,15130307.370000001,19731392.360000007,37349880.37,5358744.55,17899078.04,60607702.96,3116086.34,27886956.42,63745890.07,35109.0,Médio Porte,35109.0,Médio Porte,35.109,Médio Porte,316148201503
316148,2015,4,201504,0.0,0.0,0.0,0.0,1626957.08,200.0,0.0,3899135.25,174927.42000000004,536177.4299999999,97230.07000000007,6631590.19,7660439.07,25426863.249999993,26539080.290000007,-417745.5,0.0,3229967.99,3020171.85,2851381.58,233725.13,0.0,9335246.55,2802499.05,160347.33999999997,0.0,4093491.719999999,10612856.0,14706347.719999999,0.0,0.0,4467138.069999998,15324863.36,19792001.43,42653457.05,5486042.23,19424523.59,67564022.87,2402902.32,31504191.41,67564022.87,35277.0,Médio Porte,35277.0,Médio Porte,35.277,Médio Porte,316148201504
316458,2015,1,201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280808.96,0.0,192255.02,16635.11,293235.84,67638.3,2042973.89,2880774.9,0.0,21963.82,829337.86,504432.34,158785.85,15780.48,4439.18,1512775.71,391743.31,906947.55,20317.91,0.0,630294.27,650612.18,0.0,0.0,0.0,2390343.38,2391614.22,6329086.78,505505.93,1820397.1,8654989.81,572602.39,7982938.55,8654989.81,3200.0,Pequeno Porte,3200.0,Pequeno Porte,3.200,Pequeno Porte,316458201501
316458,2015,2,201502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407653.03,0.0,189116.48,17845.739999999998,157315.89999999997,53355.7,2157155.8000000007,2853072.5000000005,0.0,21573.269999999997,829337.86,491650.0,161545.08,14492.63,5964.99,1502990.56,398186.61000000004,939849.6399999999,0.0,0.0,741858.3799999999,741858.38,0.0,0.0,0.0,2490692.9699999997,2491980.82,6396000.46,525791.87,1952602.36,8874394.69,649459.63,8073472.16,8874394.69,3292.0,Pequeno Porte,3292.0,Pequeno Porte,3.292,Pequeno Porte,316458201502
316458,2015,3,201503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454717.61,0.0,215215.86,28541.739999999998,375016.37,28586.820000000007,2549668.3999999994,3174153.299999999,0.0,22334.800000000003,829337.86,246129.42,163019.29,13188.97,2270.1,1253945.64,466283.69000000006,1159613.58,0.0,0.0,860433.4900000002,860433.4899999998,0.0,0.0,0.0,2578716.24,2580019.9000000004,6988512.5,546823.27,1707251.32,9242587.09,686216.03,7759058.54,9242587.09,3332.0,Pequeno Porte,3332.0,Pequeno Porte,3.332,Pequeno Porte,316458201503
316458,2015,4,201504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488302.34,0.0,212634.56000000006,17735.559999999998,47893.09999999998,52170.82000000001,2717373.9700000007,3011420.91,0.0,22669.86,871921.26,396174.94,163728.94,11868.46,11348.01,1455041.61,518088.3899999999,0.0,42583.399999999994,0.0,2080586.7200000002,2123170.12,0.0,0.0,0.0,2731943.59,2733264.0999999987,7381771.65,568847.21,1714314.55,9664933.41,708252.36,8112010.8,9664933.41,3408.0,Pequeno Porte,3408.0,Pequeno Porte,3.408,Pequeno Porte,316458201504
316881,2015,1,201501,0.0,460155.28,71592.45,0.0,0.0,0.0,0.0,6879436.21,320764.24,659393.48,309489.97,2881550.51,4451660.8,17778236.17,18336992.62,-266991.03,171220.06,5507685.17,4747740.89,1561144.1,418661.24,0.0,12235231.4,1441689.28,175231.03,160496.52,0.0,11239668.57,11400165.09,0.0,0.0,0.0,15044398.28,15063039.66,18122992.2,19987237.22,14211791.58,52322021.0,4227970.94,25952123.89,52709557.39,29105.0,Médio Porte,29105.0,Médio Porte,29.105,Médio Porte,316881201501
316881,2015,2,201502,0.0,452579.3,81272.05,0.0,0.0,0.0,0.0,7026350.3,165917.45,678409.8,265201.87,3635866.05,5073075.4799999995,20180193.36,20000199.99,-94190.81999999995,171730.44,5724884.54,4134256.69,1594891.6,389600.97,0.0,11843633.8,1590150.72,306773.20999999996,217199.37000000002,0.0,12727792.71,12944992.080000002,0.0,0.0,0.0,15774675.299999999,15780114.96,18153197.54,23364068.86,13998587.91,55515854.31,4160922.28,23562845.78,55551666.89,30250.0,Médio Porte,30250.0,Médio Porte,30.250,Médio Porte,316881201502
316881,2015,3,201503,0.0,428360.18,75751.81,0.0,0.0,0.0,0.0,7261274.72,287123.42,755172.8899999999,382473.70000000007,4201552.53,5550976.290000001,20958178.22,21272827.35,-215660.74,172680.63,5912525.7,4128445.84,1680645.42,402270.13,0.0,12123887.09,1609180.3600000003,281476.79000000004,187641.16000000003,0.0,12946429.920000002,13134071.079999998,0.0,0.0,0.0,16567273.649999999,16531762.669999998,18130259.69,23372462.06,14101260.2,55603981.95,4645302.64,18090004.29,55781763.03,30868.0,Médio Porte,30868.0,Médio Porte,30.868,Médio Porte,316881201503
316881,2015,4,201504,0.0,401164.2,66964.06,0.0,0.0,0.0,0.0,7428954.94,299701.4900000001,723424.3799999999,393715.10999999987,3853062.630000001,5236351.579999998,20617439.790000007,21230344.859999992,-268074.4,112726.67000000004,5462135.29,3733901.72,1712394.4,332233.55,0.0,11240664.96,1817507.63,239698.51,-450390.41000000003,0.0,13380557.369999997,12930166.96,0.0,0.0,0.0,16877161.370000005,16921932.25,18196935.36,24873194.26,13366860.24,56436989.86,4730912.69,17507926.56,56436989.86,31499.0,Médio Porte,31499.0,Médio Porte,31.499,Médio Porte,316881201504
317012,2015,1,201501,0.0,89053.04,4529.45,0.0,0.0,789105.61,0.0,2318781.13,0.0,280442.86,58567.59,989775.04,801336.88,8225145.12,8934610.94,-75604.93,128556.29,2052042.0,2098397.94,146533.4,0.0,0.0,4296973.34,1415371.51,19702.78,63703.0,1551552.02,4314911.34,5930166.36,0.0,0.0,1501757.32,6281931.79,7783689.11,5436373.56,4115072.27,6587711.93,16139157.76,960316.24,11601808.13,16139157.76,19151.0,Pequeno Porte,19151.0,Pequeno Porte,19.151,Pequeno Porte,317012201501
317012,2015,2,201502,0.0,94523.41,30079.24,0.0,0.0,826385.39,0.0,2376878.58,307352.84,287805.12,75259.87,1017530.0,1224440.7799999998,8134565.899999999,9203872.19,-21729.12000000001,127370.16000000002,1164432.65,2193267.95,140145.73,0.0,0.0,3497846.33,1440340.18,24834.660000000003,-887609.35,1229890.0,5027188.77,5369469.419999999,0.0,0.0,1503306.99,6445810.2,7949117.19,6438767.3,4008639.43,4974881.74,15422288.47,978709.2,10874960.89,15422288.47,19201.0,Pequeno Porte,19201.0,Pequeno Porte,19.201,Pequeno Porte,317012201502
